Dialogue_ID	Utterance_ID	Utterance	label
860	4	so, why don't we just start over okay?	o
860	5	and you can just tell me about yourself.	s
860	6	all right.	ag
860	7	okay.	b
860	8	i write erotic novels, for children.	s
860	9	what?!	q
860	10	they're wildly unpopular.	ans
860	11	oh my god!	oth
860	12	oh also, you might be interested to know that i have a ph.d.	s
860	13	wow! you do?	q
860	14	yeah,  a pretty huge	ans
860	15	all right.	ag
861	0	so, uh, how's she doing?	q
861	1	the doctor says it's a matter of hours.	ans
861	2	how-how are you, mom?	q
861	3	me? i'm fine, fine. i'm glad you're here. ...what's with your hair?	ans
861	4	what?	b
861	5	what's different?	q
861	6	nothing.	ans
861	7	oh, maybe that's it.	oth
861	8	she is unbelievable, our mother is...	o
861	9	okay, relax, relax.	s
861	10	we are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover.	s
861	11	oh god!	oth
861	12	the fuzzy little mints at the bottom of her purse.	s
861	13	oh!	oth
861	14	...yeah, they were gross.	o
861	15	oh, you know what i loved?	q
861	16	her sweet 'n' los.	ans
861	17	how she was always stealing them from from restaurants.	s
861	18	not just restaurants, from our house.	s
862	0	maybe.	oth
862	1	you can't!	dag
862	2	why?  seriously i did not understand a word that    you said.	o
862	3	in the hall.	oth
863	0	now, y'see, most people, when their pets pass on, they want 'em sorta laid out like they're sleeping.	o
863	1	but occasionally you get your person who wants them in a pose.	o
863	2	like, chasing their tail,  or, uh, jumping to catch a frisbee.	s
863	3	joey, if i go first, i wanna be looking for my keys.	s
863	4	that's a good one!	ap
863	5	hey, joe.	g
863	6	dad, ronni's here.	s
863	7	huh?	b
864	0	so now, these are all the tuxedos that we make and if there's anything that you like, we can make you a deal.	o
864	1	anything at all.	oth
864	2	but these are the three that monica pre-approved.	s
864	3	well, thanks a lot for hookin' me up rach. i want you to know that i want you to attend our wedding as my guest.	o
864	4	i'm monica's maid of honor. okay? don't try to blue pin me!	ag
865	0	oh here, i think this is us.  yeah.	o
865	1	limited seating my ass. let's see who made the cut.  hi!	s
865	2	i'm monica gellar. who do you know the bride and groom?	q
865	3	used to work with her. used to! i'm a relative and i didn't get invited! a	s
865	4	stop saying,  blood  to strangers.	dag
865	5	so, how about you huh? how do you know the happy couple?	q
865	6	okay, you're fine.	s
866	0	monica, why have you brought me here of all places?!	q
866	1	you'll see.	ans
866	2	i tell you, this wedding is not going to happen.	o
866	3	okay? but-but imagine a lot more lights, okay? and-and y'know fewer bricks, and-and-and flowers, and candles	s
866	4	and the musicians, look, they can go over here , okay? and the chairs can face this way , and…  you go.	o
866	5	but-but, if you don't love this, we'll do it in any other place at any other time.	o
866	6	really, it's fine, whatever you want.	s
866	7	it's perfect.	ag
866	8	and, i don't know, if it starts to rain	o
866	9	well then we'll get wet.	o
866	10	ohh. and i don't even have a date.	s
867	0	coming.	oth
867	1	i have a bone to pick with you.	s
867	2	uh-oh.	oth
867	3	yes! ben learned a little trick.	s
867	4	oh yeah? did he pull the old	q
867	5	that's right! that's right!	s
867	6	oh that.	oth
867	7	yeah that! you know i hate practical jokes! they're mean and they're stupid and-and i don't want my son learning them!	o
868	0	y'know what? it doesn't matter! because it is not true!	s
868	1	okay.	b
868	2	and if it were true, how	s
868	3	ms. monroe…  oh there you go.	s
869	0	mark's a genius!	o
869	1	why?! how?! how is he a genius?	q
869	2	look, don't you see what's happening here.	ans
869	3	instead of hitting on her right away, he's becoming her confidant.	o
869	4	now he's gonna be the guy she goes too to complain about you.	o
869	5	what am i going to do?	q
869	6	well, why don't you send her a musical bug, op, no you already did that.	ans
869	7	all right look, you're going to have to go there yourself now, okay, make a few surprise visits.	o
869	8	i don't know you guys.	s
869	9	all right fine, don't do anything, just sit here and talk to us, meanwhile she is talking to him about you.	s
869	10	and he's being mr. joe sensitive, and she starts thinking 'maybe this is the guy for me, because he understands me.'	s
869	11	and before you know it, she's with him.	o
869	12	and you'll be all, 'ohh, man!'	o
869	13	and he'll be all, 'yes!'	o
869	14	and us, we'll be like, 'wh-whoa, dude.'	s
869	15	and pretty soon you'll be like,  'hhiii,' and, and, and, 'i can't go, rachel and mark might be there.'	o
869	16	and we'll be like, 'man get over it, it's been four years!!'	o
869	17	he paints quite a picture doesn't he?	q
870	0	this is what i've got going for the party so far, liquor wise. get a lot of liquor.	s
870	1	great. great.	ag
870	2	okay, now uh, in terms of the invite list, i've got you, me, and chandler and i'm gonna invite gunther 'cause, well, we've been talking about this pretty loud.	o
870	3	i'll be there.	s
870	4	listen, i know this is your party, but i'd really like to the number of museum geeks that are gonna be there.	o
870	5	yeah. tell ya what, let's not invite any of the anthropologists, only the dinosaur dudes!	o
870	6	okay! we'll need a six-pack of	ag
870	7	hey guys, what are you doing?	q
871	0	hey, y'know what, if you're gonna do that, if you're gonna name him joey, you should name him chandler.	o
871	1	oh, come on!	oth
871	2	chandler's funny, sophisticated, and he's very loveable, once you get to know him.	o
871	3	oh well, hey, joey's loveable too! but the thing about joey is, if you need him, he'll be there.	o
871	4	well, chandler will be there for you too.	s
871	5	i mean, well, he might be a little late, but-but, he'll be there.	o
871	6	and he'll bring you some cold soda, if want you need him for is that you're really hot.	s
871	7	what do ya say? what do ya say?	q
871	8	well, i, i like the idea of naming him after someone i love, and joey and chandler are great names.	ans
871	9	but, all right, i don't—maybe i'll just name him the hulk.	o
871	10	i knew i shouldn't have mentioned it! that's what i wanted to name my kid!	ag
872	0	what that rachel did to her life.... we ran into her parents at the club, they were not playing very well.	s
872	1	i'm not gonna tell you what they spent on that wedding... but forty thousand dollars is a lot of money!	o
872	2	well, at least she had the chance to leave a man at the altar...	s
872	3	what's that supposed to mean?	q
872	4	nothing! it's an expression.	ans
872	5	no it's not.	dag
872	6	don't listen to your mother.	c
872	7	you're independent, and you always have been!	o
872	8	even when you were a kid... and you were chubby, and you had no friends, you were just fine!	o
872	9	and you would read alone in your room, and your puzzles...	s
873	0	pbs telethon.	oth
873	1	hi joey.	g
873	2	hey pheebs!	g
873	3	i	oth
873	4	$200? are you sure pheebs? i mean, after what	q
873	5	oh, i'm still mad at them but i also now that they bring happiness to lots of kids who's moms didn't kill themselves, so by supporting them, i'm doing a good thing, but i'm not	ans
874	0	what kind of problem?	q
874	1	well to tell you the truth, they uh,  they had a problem with the bag!	ans
874	2	oh my god!	oth
874	3	y'know what? it was a stupid play anyway!	o
874	4	y'know, joey, i think it's time to give up the bag.	o
874	5	i don't wanna give up the bag.	dag
874	6	i don't have to give up the bag!	dag
874	7	do i rach?	q
874	8	oh, you think i should give up the bag!	s
874	9	honey wait, joey, i'm sorry i mean as terrific as i think you are with it	ap
874	10	i just don't know if the world is ready for you and your bag.	o
874	11	i can't believe i'm hearing this!	s
874	12	wait a minute!	s
874	13	wait a minute!	s
874	14	i'm not saying that you shouldn't have a bag, i just—it's just there are other bags that are a little less umm,  controversial.	o
874	15	yeah umm, they're called wallets.	s
875	0	i think you'll find this room more to your liking.	o
875	1	okay, great.	ag
875	2	they say he's only got half a tank left.	s
875	3	half a tank? we still got a lot of high-speed chasing to do!	oth
875	4	we're switching rooms again.	s
875	5	what? why?	q
875	6	this is a garden view room, and we paid for an ocean view room.	ans
875	7	our last ocean view room was unacceptable to you.	s
875	8	excuse me, umm, can i talk to you over here for just a second?	c
875	9	uh-huh.	a
875	10	chandler!	oth
876	0	are you kidding me?! joey. joey! joey! joey! joey! joey! joey! joey! joey! joey!!	oth
876	1	joey. joey. joey. joey! joey!!	oth
876	2	oh. oh, did-did-did i wake you?	q
877	0	hey!	g
877	1	hey! oh, i was just about to leave. i-i-i-i didn't think you were coming.	s
877	2	oh, i wouldn't miss this.	s
877	3	well, i'm very glad you're here.	o
877	4	oh, you're such a gentleman.  come on! we're going to my place!	s
878	0	hey!	g
878	1	hey-hey.	g
878	2	so are guys doing okay?	q
878	3	yeah, we talked and monica made me see that i over reacted a little bit and some things in life are more important.	ans
879	0	do you have a minute?	q
879	1	well yeah, sure, what's up?	ans
879	2	i got asked out twice today when i was at lunch…by guys.	b
880	0	oh really?!	s
880	1	yeah. did you tell someone that i was gay?	q
880	2	oh, did you not want people to know that?	q
881	0	but i'm not gay. and i especially wouldn't want you to think i was gay.	ans
882	0	why's that?	q
883	0	i don't think i should say.	ans
883	1	ohh, you can say. come on, i don't want you to feel like you can't tell me things.	s
883	2	okay.	ag
883	3	'kay.	ag
883	4	well	oth
883	5	yeah.	oth
883	6	i'd love to ask out your friend phoebe.	s
883	7	yeah, she's gay.	s
884	0	here you go.	c
884	1	great! all right, so i'll call you later.	s
884	2	great!	ag
884	3	hey-hey-hey! who was that?	q
884	4	that would be casey. we're going out tonight.	ans
884	5	goin' out, huh? wow! wow!  so things didn't work out with kathy, huh? bummer.	s
884	6	no, things are fine with kathy. i'm having a late dinner with her tonight, right after my early dinner with casey.	s
884	7	what?	q
884	8	yeah-yeah. and the craziest thing is that i just ate a whole pizza by myself!	s
884	9	wait! you're going out with kathy!	q
884	10	yeah. why are you getting so upset?	q
884	11	well, i'm upset—for you. i mean, having sex with an endless line of beautiful women must be very unfulfilling for you.	ans
884	12	what is the big deal? it's not like we're exclusive.	s
884	13	look, joey, kathy is clearly not fulfilling your emotional needs.	o
884	14	but casey, i mean granted i only saw the back of her head, but i got this sense that she's-she's smart, and funny, and gets you.	s
884	15	you got all that from the back of her head?	s
884	16	all right look, i think it's time for you to settle down. y'know? make a choice, pick a lane.	o
884	17	who's elaine?	q
885	0	can you people not see me?!	q
885	1	so, will you talk to him?	q
885	2	i don't know rach.	ans
885	3	oh, come on! i'll give you ten free	s
885	4	one!  no ten! you said ten! you can't take that back!	ag
886	0	hey!	g
886	1	hi!	g
886	2	listen, can we watch cartoons on your television?	q
886	3	we need a porn break.	s
886	4	we spent the last two hours watching in & out & in, again.	s
886	5	well, so, why don't you just turn it off?	q
886	6	because then we would be the guys who turned off free porn.	ans
886	7	ooh, good, you're hear! okay.	s
886	8	hey!	g
886	9	hi!	g
886	10	well, what-what 'cha got there?	q
886	11	oh this, well i'm glad you asked.	ans
886	12	now, don't you hate it when you have to cut a tin can with an ordinary steak knife?	o
886	13	ahh!	b
886	14	now, i know what you're thinking	q
886	15	pregnant woman slays four?	ans
886	16	phoebe, they didn't make you pay for those knives, did they?	q
886	17	no!	ans
886	20	honey, you're not gonna make enough money to help frank and alice just by selling knives.	o
886	21	no-no, i know that, but i just have to make enough money for the second part of my plan.	s
886	22	what's the second part of your plan?	q
887	0	yes that's right.	ag
887	1	why?	q
887	2	i tired attacking two women, did not work.	ans
887	3	what?!	q
887	4	no, i mean it's okay, i mean, they're-they're my friends.	ans
887	5	in fact, i-i-i was married to one of them.	s
887	6	let me get this straight man, you attacked your ex-wife?!	q
887	7	oh, no!	ans
887	8	no-no!	ans
887	9	no, i tired!	ans
887	10	but i couldn't.	dag
887	11	that's why i'm here.	s
887	12	maybe we could attack them together?	q
887	13	that-that's a no.	c
888	0	what? no! no, i'm not stopping. i'm red ross!	s
888	1	dude, if you go back out there, you're gonna be dead ross!	o
888	2	i don't care! i am not quitting! i insist on finishing this game!	o
888	3	all right, all right, if you insist on doing this, at least let me help you.	ag
888	4	no, god no! that is no place for a woman. those guys will grab anything.	s
888	5	no. that's not what i'm saying. i just may know a few things that might help you inflict some pain.	s
888	6	i like that.	ag
888	7	yeah? listen closely, devon has got a weak ankle.	s
888	8	huh?	b
888	9	one swift kick and he'll back off.	s
888	10	all right, bad ankle, got it!	s
888	11	and that big bloke with the beard, he has got a trick hip.	s
888	12	yeah.	b
888	13	and uh, and david over there, i heard he doesn't wear a cup.	s
888	14	yeah? i can use that, trick hip, no cup, okay! okay!	s
888	15	and uh, liam, liam's got bad knees. you hit him right and he'll go down like a lamp.	s
888	16	but-but, liam's on my team.	dag
888	17	i don't care! you just get him!	s
888	18	i'm gonna go get him! okay, i am going back in!	s
888	19	the red ross! okay.	oth
889	0	oh!  oh by the way?	s
889	1	uh-hmm.	b
889	2	james brolin?	q
889	3	oh, i know. i could only think of two names, him and ed begley jr. and then i remembered he's gay.	ans
889	4	ed begley jr. is not gay.	o
889	5	really?!	q
890	0	hello?	g
890	1	hello, is ross there?	q
890	2	uh no, he's not. can i take a message?	q
890	3	yes, this russell, ross's divorce lawyer, just tell him that since i haven't heard from him, i assume he's decided to give the marriage a try.	ans
890	4	ross got married again—nooooooo!!!!!!!!!	dag
891	0	oh-oh! okay, she's kicking!	s
891	1	oh!  she's growing inside you.	o
891	2	whoa!!	b
891	3	oh!	b
891	4	wow that was a big one.	s
891	5	i think that's the youngest girl ever to reject me.	o
891	6	oh hey you guys!	g
892	0	sure, i can hang out 'til i have to meet ya.  what uh—how come you're not going?	q
892	1	i have a job interview i have to get ready for.	ans
892	2	i thought you already have a job.	o
892	3	and people say you don't pay attention.	s
892	4	no, this is a much better job.	s
892	5	it's vice-president of a company that does data reconfiguration and statistical factoring for other companies.	s
892	6	wow! how do you know how to do that?!	q
892	7	that's what i do now.	ans
892	8	hey joey, come taste this.	c
892	9	what is it?	q
892	10	remember that guy that gave me a bad review? well…  i'm getting my revenge!	ans
892	11	you cooked him?	q
892	12	no.	ans
892	13	he teaches a course on food criticism at the new school, so before we go to the movies i wanna go by there and make him try my bouillabaisse again.	ans
892	14	oh, i cannot wait to read the front page of the post tomorrow!	s
892	15	restaurant reviewer admits: i was wrong about monica.	s
892	16	the front page? you really do live in your own little world, don't ya?	oth
893	0	so, did you uh, find anyone to marry you guys yet?	q
893	1	no, but horny for monica minister called, wanting to know if we were still together.	ans
893	2	we're never gonna find anybody.	s
893	3	well then let me do it!	s
893	4	joe	oth
893	5	no-no-no!	dag
893	6	look, i've been thinking about it.	s
893	7	i'm an actor right?	s
893	8	so i won't get nervous talking in front of people.	s
893	9	i won't spit, and i won't stare at monica's breasts!	s
893	10	everyone knows i'm an ass man!	s
893	11	that is true.	ag
893	12	yeah and the most important thing is that it won't be some like, stranger up there who barely knows you.	s
893	13	it'll be me!	s
893	14	and i swear i'll do a really good job.	s
893	15	plus, y'know i love you guys and-and it would really mean a lot to me.	s
893	16	it might be kinda cool.	s
893	17	so i can do it?	q
894	0	ah-ha! too cocky!	oth
895	0	i still can't believe they took away my key. you trust me with yours.	s
895	1	of course i do! and i'm gonna give it back to you as soon as they're done with it at the key shining place.	s
895	2	what the hell is that?	q
895	3	whoa! whoa! whoa! treeger, what are you doing?	q
895	4	you said there was a gas leak in here.	ans
895	5	well why don't you use your key?	q
895	6	because by the time i find it on this thing , the whole place might have exploded.	ans
895	7	if that happens at another building that i manage, people are gonna start asking questions.	s
895	8	come on!	oth
895	9	hurry up.	oth
895	10	oh! we could have done that.	o
896	0	luckily, the guy she settled for can't hear what you're talking about.	s
896	1	oh, i'm so sorry.	ap
896	2	um, and maybe i'm wrong!	a
896	3	i but—y'know i'm gonna go out with him again, i'll find out more.	s
896	4	you believe that this guy is destined for someone else and you're still gonna date him?	q
896	5	well, he may not be my soul mate, but a girl's gotta eat.	ans
897	0	oh, but it's made her so happy.	o
897	1	little girl misses her cat.	s
897	2	crazy lady thinks her mother is in a cat.	s
897	3	okay, y'know what, i have to go have dinner with my son, can i trust that when you see phoebe, you will tell her.	s
897	4	yeah.	ag
897	5	thank you.	a
897	6	i	s
897	7	he is right, isn't he?	q
897	8	y'know what, i think this might be one of the times he's wrong.	ans
897	9	you think?	q
897	10	oh-no, he's right.	ans
898	0	seven hundred bucks!	s
898	1	alright, you did it! do we have any fruit?	q
898	2	man, hell of a two weeks, huh? y'know what, though? i really feel like i learned something.	s
898	3	really? so, you're gonna stick with this 'it's all for her' thing?	q
898	4	what, are you crazy? when a blind man gets his sight back, does he walk around like this?	q
899	0	oh.	b
899	1	y'know those are a delicacy in india.	s
900	0	me too.	s
900	1	although this city is my home, so.	s
900	2	so that's dumb what i said, don't tell him i said that.	s
900	3	umm, you make something up.	s
900	4	nice,  thank you.	a
900	5	this is me.	s
900	6	here.	s
900	7	your eyes are very pretty.	o
900	8	thank you, very much! oh!  thank you!	oth
900	9	he would like to kiss you.	o
900	10	okay, y'know what, you don't have to do that now.	s
900	11	no-no-no-no!!	dag
900	12	not him, you don't!	s
900	13	well the moment's over.	s
900	14	oh.	b
900	15	oy!	b
901	0	hey! hold on a minute, hold on a second. do you think these pearls are nice?	q
901	1	i'd really prefer a mountain bike.	s
901	2	janice's birthday is coming up, i want to get her something speacial. come in here with me.	s
901	3	whoa, whoa, whoa, wait, whoa.	dag
901	4	do you ah, want to get her something speacial, get her flowers, get her candy, get her gum, girls love gum.	o
901	5	that's a good idea, 'dear janice have a hubba-bubba birthday'. i would like to get her something serious.	ag
901	6	oh, you want something serious.	s
901	7	y'know what you should do, you should get her one of those um, barium enemas.	s
901	8	those are dead serious.	s
901	9	all right. look, i'm gonna go in here, and you don't buy me anything ever.	s
901	10	no, no, you can't, you can't, okay, you can't, you can't buy her pearls, you just can't, you can't, you can't.	s
901	11	why not?!	q
901	12	oh god. uh, okay, here's the thing, this is the thing, okay, the thing is...	ans
901	13	what is the thing?	q
901	14	okay. i went down to the 'mattress king' showroom and, and i saw janice, kissing her ex-husband.	ans
901	15	what?	q
901	16	they were in his office.	ans
901	17	well she, she wouldn't do that, she's with, she's with me.	o
902	0	i'm telling you it's like watching bambi learn how to walk.	s
902	1	you're drunk! mom and dad are gonna be maaaaadd! maybe i'm a little drunk.	o
902	2	hey! are those crab cakes?  did i not tell ya to come straight to me when more crab cakes were ready?	q
902	3	how are you feeling?	q
902	4	you are	ans
902	5	i really wish that you wouldn't.	s
902	6	now all you have to do is just get through a little bit more, okay?	o
902	7	then we can put you in bed, okay?	s
902	8	just smile and don't talk to	s
902	9	speech! speech! let's hear from the birthday girl! huh?	s
902	10	pheebs!!	oth
902	11	don't you see? everyone's looking at me! the plan's working! i didn't even have to take off my top yet!	s
902	12	speech! come on monica!	s
902	13	come on!	s
902	14	come on! speech!	s
902	15	hey chandler, you can't keep your hands off her for one second!	s
902	16	oh-ho, i think it's nice.	o
903	0	well you have to because maybe it's stupid.	c
903	1	well it's just while monica and i were dancing to them it was…the first time i knew that…you were the woman i wanted to dance all my dances with.	s
903	2	oh crap!	oth
904	0	all right.	s
904	1	the super couldn't figure out what it did.	s
904	2	a $200 an hour electrician couldn't figure out what it did.	s
904	3	i've had seven pretty serious shocks.	s
904	4	i officially give up.	s
904	5	thank god.	oth
904	6	i guess joey was right, it does nothing.	o
904	7	see? i'm doing it. i am totally doing it.  i lost it.	s
905	0	are there no conscious men in the city for you two?	q
905	1	he doesn't have anyone.	ans
905	2	yeah, we-we feel kinda responsible.	s
905	3	i can't believe you said woowoo. i don't even say woowoo.	oth
905	4	oh, she's coming up! she's coming up!	s
905	5	folks, when we come back we'll be talking about her new book, 'euphoria unbound': the always interesting nora tyler bing.	s
905	6	you might wanna put the kids to bed for this one.	s
905	7	y'know, we don't have to watch this.	o
905	8	no way, forget it.	dag
905	9	c'mon, she's your mom!	s
905	10	exactly.	ag
905	11	chandler, i gotta tell you, i love your mom's books!	a
905	12	i love her books!	a
905	13	i cannot get on a plane without one!	s
905	14	i mean, this is so cool!	o
905	15	yeah, well, you wouldn't think it was cool if you're eleven years old and all your friends are passing around page 79 of 'mistress bitch.'	s
905	16	c'mon, chandler, i love your mom. i think she's a blast.	o
906	0	thank you.	oth
906	1	and a nice hot cider for monica.	s
906	2	aww, thank you.  uh rach?	q
906	3	yeah?	ans
906	4	why does my cinamon stick have an eraser?	q
906	5	oh! that's why.  i'm sorry!	ap
907	0	oh. oh! ma'am? excuse me, ma'am?	q
907	1	you can't put your cigarette out on a tree!	q
907	2	yeah i can, it worked real well.	ans
907	3	no but you shouldn't! don't ever do that again.	dag
907	4	i won't!  until i have my next cigarette.	s
907	5	hold it!  n.y.p.d! freeze punk!	s
907	6	what?!	q
907	7	yeah that's right you are so busted.  book 'em.	ans
907	8	who are you talking too?	q
907	9	save it red! unless you wanna spend the night in the slammer, you apologize to the tree.	ans
907	10	i am	dag
907	11	you apologize to the tree right now or i am calling for backup.   backup! backup!!	c
907	12	i-i'm sorry! sorry.	ap
907	13	okay, cancel backup! cancel backup!	s
908	0	shh! get me out of here.	s
908	1	oh.	b
908	2	ross!	g
908	3	what?	q
908	4	come here, check this out!	ans
908	5	what? is it the comet?	q
908	6	no! no-no. look, there's a bug stuck in tar right here.	ans
908	7	joey come—i can't believe—i bring you here to see the bapstein-king comet, one of nature's most spectacular phenomenon, and all you care about are bugs stuck in tar and-and some woman!	s
908	8	y'know, there's	s
908	9	show me where?	q
908	10	right-right up here.	ans
908	11	joey where's the pipe that was holding the door open?	q
908	12	i don't know!   yeah, i do.	ans
908	13	joey!	oth
908	14	what?! all right—hey! don't look at me! you're the one who wanted to come up and look for some stupid	s
908	15	it's called the bapstein-king comet, okay?  hey! hey! bapstein was a very well respected astronomer!	oth
908	16	oh no! no! no!	dag
909	0	wow! this place is incredible!  sting's pen…that he gave to phoebe.  come on! secret passageway!	o
909	1	hi!	g
909	2	hi!	g
909	3	i'm trudie.	s
909	4	uh-huh.	b
909	5	you must be ben's mum.	q
909	6	why else would i be here?	q
909	7	do sit down.	ans
909	8	yeah.	ag
910	0	hi.. how was the game?	q
910	1	well..	ans
910	2	we won!! thank you! yes!	oth
910	3	fantastic! i have one question: how is that possible?	q
910	4	alan.	ans
910	5	he was unbelievable.	a
910	6	he was like that-that-that bugs bunny cartoon where bugs is playing all the positions, right, but instead of bugs it was first base-alan, second base-alan, third base-...	o
910	7	i mean, it-it was like, it was like he made us into a team.	o
910	8	yep, we sure showed those hassidic jewellers a thing or two about softball..	s
910	9	can i ask you guys a question? d'you ever think that alan is maybe.. sometimes..	q
910	10	what?	q
910	11	..i dunno, a little too alan?	q
910	12	well, no. that's impossible. you can never be too alan.	ans
910	13	yeah, it's his, uh, innate alan-ness that-that-that we adore.	s
910	14	i personally could have a gallon of alan.	s
911	0	well i had a great time! learned how to bake, ate great food, that's the first a i've gotten since seventh grade	s
911	1	oh, look! acting for beginners! want to feel good about yourself?	q
911	2	what the hell!	s
911	3	okay.	s
911	4	all right, let's start with some basics. can anybody tell me what the difference between upstage and downstage is?	q
911	5	yeah, this was a stupid idea.	o
912	0	my god!	oth
912	1	these pants are burning up!	s
912	2	oh come on, she wants to snuggle now!	s
912	3	what is she trying to kill me?	q
912	4	it's like a volcano in here!	s
912	5	are you hot?	q
912	6	okay, it must just be me then.	s
912	7	that was just the pants on the couch. umm, hey, do you, do you mind if i use your bathroom?	q
913	0	you're driving me crazy with that!	s
913	1	okay, i'll stop.	s
913	2	don't stop! move the bowl further away! ross could make that shot!	c
913	3	well, you suck! but at least you suck at a man's game now.	s
913	4	you wanna play?	q
913	5	chandler, i can't be playing games, ross is gonna be home soon.	ans
913	6	and i have to write five whole pages if i'm gonna stick to his schedule.	s
913	7	well, so, play for the next 30 minutes and then write until he gets home.	o
913	8	all right! but uh, listen, what do you say we crank it up a notch?	ag
913	9	i'm intrigued.	s
913	10	all right, all we need is a little lighter fluid.	s
913	11	okay, but be careful okay, because i wanna get our security deposit back.	ag
913	12	yeah, i think we said good-bye to that when we invented hammer darts.	s
913	13	do you even remember which part of the wall is not spackle?	q
913	14	uh yeah, right here.	ans
914	0	hey, rach. how was it with your friends?  okay! how would you like some tiki death punch?	q
914	1	what's that?	q
914	2	weeeell, it's rum, and-	ans
915	0	i'm sure they'll be here soon.	s
915	1	yeah, honey, they wouldn't miss this.	s
915	2	relax. you're only at nine centimeters. and the baby's at zero station.	s
915	3	you are really frightening me.	s
915	4	somebody wanna help me, tryin' to rip out my heart.  uh, that's great.  anybody seen a nipple?	q
915	5	all right, ten centimeters, here we go.	o
915	6	all right, honey, time to start pushing.	c
915	7	but they're not here yet!	s
915	8	i'm sorry, i can't tell the baby to wait for them.	dag
915	9	oh, god.	oth
916	0	here we go. mona umm, i think it's time we-we had a conversation about-about where things are with us.	s
916	1	yeah, i-i think i suggested that.	s
916	2	aw, we-we are so… so umm, well i-i-i like you and i-i love umm, y'know hanging out with you.	s
916	3	and i mean-i'm having a lot of fun.	s
916	4	okay.	oth
916	5	i mean, there's no point in spending time with someone if-if it's just fun.	o
916	6	it's gotta be, it's gotta be going somewhere right?	oth
916	7	so where-where is it going?	q
916	8	ah!	b
916	9	that's-that's the real question.	s
916	10	and-and the answer is…is it's going somewhere…fun.	s
916	11	now i-i know what you're thinking, fun was fine for you like ten years ago y'know, but you're-you're not getting any younger.	s
916	12	no i mean—no not you, not you, you—you	oth
916	13	i'm sorry, so umm, so where are we?	q
917	0	y'know what?	q
917	1	i am going to take you out to dinner tonight.	s
917	2	i found this place that makes the greatest mozzarella sticks and jalepino poppers .	s
917	3	no?	oth
917	4	really?	q
917	5	they taste so good.	s
918	0	drum roll.	oth
918	1	okay. okay. all right. help! am i a mark, or a john?	q
918	2	nah, you're not tall enough to be a mark, but you might make a good barney.	ans
918	3	all right look, am i serious, okay? tomorrow at 3:30 i am going down to the courthouse.	oth
918	4	you're actually going through with this?	q
918	5	hey, look, this name has been holding me back my entire life.	o
918	6	okay, it's probably why kids picked on me in school, and why i never do well with women… so, as of 4 o'clock tomorrow, i'm either gonna be mark johnson or john markson.	s
918	7	you got problems because of you!	o
918	8	not your name!	oth
918	9	all right, this has got to stop!	s
918	10	chandler is a great name!	o
918	11	in fact—yes,  i'm, i'm sorry.	ap
918	12	i know you really wanted me to name the baby joey, but eh, so, i'm-i'm, i'm gonna, i'm gonna name the baby chandler.	o
919	0	damn! i thought that was going to be romantic as hell!	o
919	1	it was.	ag
920	0	look, i just saw my best friends brains smeared across the canvas, that's not gonna be me, not me.	s
920	1	wow! that was good. that was... tweezers?	q
920	2	no.	ans
920	3	whoa. that was really good.	o
920	4	thanks, any suggestions?	q
921	0	you-you…you had sex with ursula?!	q
921	1	uh, a little bit. she-she-she walked in and i thought she was you and i kissed her and	ans
921	2	you didn't notice she was wearing different clothes?!	q
921	3	well i was just so excited to see you.	ans
921	4	oh. ew! ew! ew! ugh! y'know what? this is too weird.	oth
921	5	no-no it's not!	dag
921	6	i don't want to lose you!	a
921	7	it's-it's like i was saying to ursula when i was making love to her and i thought she was you—yeah it is too weird.	s
921	8	so i guess this is it.	s
921	9	yeah.  maybe it's for the best. you smell just like her.	o
921	10	yeah, so do you.	ag
922	0	hey!	g
922	1	hi.	g
922	2	so, did shopping make you feel any better about ross?	q
922	3	manhattan does not have enough stores.	ans
922	4	well	oth
922	5	you can?	oth
922	6	yeah. i just need you to bring me some photos of ross.	c
922	7	um-hmm.	b
922	8	and a small piece of chocolate.	c
923	0	okay.	ag
923	1	okay, we have to talk. i'm just getting out of a very serious relationship	o
923	2	i know! and i'm just getting out of a marriage, i mean talk about meant to be!	s
923	3	right! i just think that this is happening too soon.	o
923	4	oh, too soon, too schmoon. face it honey, i am not letting you get away this time.	s
923	5	i hear ya.  but! unfortunately, my company is transferring me overseas!	s
923	6	oh no! where to?  too paris?	q
923	7	no! no! not, paris.	ans
923	8	too london? no-no, rome? vienna? ooh-ooh, barcelona?	q
923	9	okay, could you just stop talking for a second?  yemen. that's right, yes, i'm being transferred to yemen!	ans
923	10	when?	q
923	11	i don't know exactly.	ans
923	12	ugh, well i will just have to soak up every once of chandler bing until that moment comes.	s
923	13	but i do know that it's some time tomorrow.	s
924	0	ooh, this is it!  oh, that's him! that's him!	oth
924	1	great! go get him.	oth
924	2	wait a second, or maybe you can go in first.	o
924	3	he's not really my type.	dag
924	4	no not you, dr. drake remoray. you can ask him questions and see what's he like. people tell doctors everything.	o
924	5	but lately all the guys i meet seem really nice at first, then they turn out to be the biggest jerks.	s
924	6	you do attract some stinkers.	s
925	0	chandler.	g
925	1	mrs. tedlock. you're looking lovely today. and may i say, that is a	s
925	2	yes. well, mr. kostelick wants you to stop by his office at the end of the day.	o
925	3	oh, listen.	oth
